chrom,start,end,window_id,n_l1,mean_l1_divergence,n_young_l1,n_genes
chr4,170945885,171165248,w87656,53,193.415,12,0
chr13,93824172,94043535,w87657,39,179.026,8,5
chr6,163981851,164201214,w87658,49,196.041,14,2
chr14,33893688,34113051,w87659,38,162.526,15,0
chr2,45078473,45297836,w87660,33,186.697,7,1
chr5,70285125,70504488,w87661,58,195.707,7,5
chr9,13900074,14119437,w87662,27,174.333,10,1
chr2,70836055,71055418,w87663,48,212.167,5,9
chr8,48006551,48225914,w87664,51,181.745,9,2
chr17,63566073,63785436,w87665,32,182.562,3,3
chr1,220056402,220275765,w87666,46,175.935,8,4
chr7,18270284,18489647,w87667,34,191.853,10,1
chr14,15155993,15375356,w87668,31,197.581,2,14
chr2,193658706,193878069,w87669,67,202.224,17,0
chr1,148391346,148610709,w87670,40,189.2,10,3
chr8,93733860,93953223,w87671,33,198.03,8,2
chr20,10316667,10536030,w87672,40,204.85,7,4
chr11,103968779,104188142,w87673,33,171.727,12,2
chr16,40014363,40233726,w87674,0,,0,0
chr19,27402587,27621950,w87675,0,,0,0
chr8,55667367,55886730,w87676,41,183.463,8,1
chr1,60302513,60521876,w87677,49,171.082,17,1
chr2,212732046,212951409,w87678,21,142.762,11,1
chr12,108250058,108469421,w87679,36,184.694,9,2
chr11,68947014,69166377,w87680,32,241.188,1,6
chr3,129410322,129629685,w87681,58,191.121,9,1
chr13,37425158,37644521,w87682,51,175.431,20,1
chr4,11843703,12063066,w87683,52,203.75,11,0
chr9,69407962,69627325,w87684,0,,0,0
chr6,117270380,117489743,w87685,39,193.308,8,5
chr12,47254779,47474142,w87686,55,160.673,21,4
chr12,64394787,64614150,w87687,33,181.182,7,4
chr15,93331800,93551163,w87688,34,220.118,6,0
chr4,185437607,185656970,w87689,20,168.6,5,3
chr6,111935713,112155076,w87690,45,203.889,5,4
chr3,126441131,126660494,w87691,65,200.892,8,1
chr8,98467883,98687246,w87692,36,126.833,21,2
chr1,84969315,85188678,w87693,46,190.109,6,5
chr17,18512448,18731811,w87694,45,209.4,6,7
chr5,18028668,18248031,w87695,55,169.0,24,0
chr5,52267217,52486580,w87696,42,192.119,9,0
chr6,33479234,33698597,w87697,11,224.818,0,5
chr5,124303471,124522834,w87698,37,189.946,10,0
chr11,83352047,83571410,w87699,26,171.462,6,0
chr19,5831072,6050435,w87700,28,229.107,0,9
chr8,48085609,48304972,w87701,47,187.766,8,1
chr15,3788419,4007782,w87702,15,290.2,10,0
chr5,21105894,21325257,w87703,37,157.27,14,0
chr6,39544632,39763995,w87704,25,177.12,6,4
chr18,48277589,48496952,w87705,50,207.44,4,2
chr1,123836415,124055778,w87706,0,,0,0
chr8,70494313,70713676,w87707,37,193.081,2,1
chr15,89620559,89839922,w87708,34,179.912,5,1
chr10,51741609,51960972,w87709,44,205.0,5,2
chr2,185510429,185729792,w87710,74,193.014,20,1
chr1,92844705,93064068,w87711,65,184.492,7,3
chr17,69851770,70071133,w87712,52,186.865,15,5
chr6,151100601,151319964,w87713,53,213.094,13,8
chr7,53450529,53669892,w87714,63,214.111,14,0
chr3,178568037,178787400,w87715,36,183.278,13,1
chr7,10210051,10429414,w87716,54,202.963,14,0
chr6,100357228,100576591,w87717,41,189.098,9,2
chr14,9969083,10188446,w87718,18,171.889,6,0
chr2,149428571,149647934,w87719,32,204.25,7,1
chr11,68862340,69081703,w87720,37,227.757,1,6
chr21,34990158,35209521,w87721,40,207.05,6,1
chr4,26817449,27036812,w87722,38,171.579,10,2
chr12,106950406,107169769,w87723,65,194.4,7,2
chr2,208237992,208457355,w87724,35,180.743,4,1
chr8,14976843,15196206,w87725,41,172.683,17,1
chr5,137252328,137471691,w87726,62,173.0,24,0
chr12,68989883,69209246,w87727,34,184.706,5,0
chr20,15340014,15559377,w87728,35,198.829,8,0
chr14,54211855,54431218,w87729,66,171.591,13,2
chr3,196359911,196579274,w87730,41,192.805,8,1
chr15,28259764,28479127,w87731,67,210.597,7,8
chr1,52029312,52248675,w87732,42,191.19,6,1
chr12,93802816,94022179,w87733,41,186.854,7,1
chr1,63808704,64028067,w87734,38,186.237,7,1
chr16,30431176,30650539,w87735,29,202.552,5,7
chr17,14027046,14246409,w87736,48,212.312,5,3
chr11,99299464,99518827,w87737,41,199.561,6,0
chr4,112984884,113204247,w87738,48,176.854,14,6
chr3,121638619,121857982,w87739,57,163.982,18,2
chr3,102423331,102642694,w87740,26,178.692,6,3
chr5,165872910,166092273,w87741,47,206.17,13,0
chr8,54164567,54383930,w87742,56,188.982,10,2
chr1,191337258,191556621,w87743,55,192.909,13,1
chr14,35824436,36043799,w87744,57,190.368,20,0
chr8,71088745,71308108,w87745,66,162.545,23,2
chr9,10908145,11127508,w87746,47,183.617,15,0
chr11,62278424,62497787,w87747,36,185.25,6,3
chr2,187027817,187247180,w87748,36,201.722,3,2
chr10,113378492,113597855,w87749,28,209.071,4,1
chr6,120876900,121096263,w87750,42,172.762,17,0
chr7,40316847,40536210,w87751,59,179.593,14,0
chr10,67348338,67567701,w87752,36,173.75,10,0
chr4,73360950,73580313,w87753,64,144.344,38,8
chr2,72436586,72655949,w87754,78,189.244,24,0
chr6,165735574,165954937,w87755,39,214.385,10,0
chr2,85048839,85268202,w87756,56,203.821,4,4
chr1,63125910,63345273,w87757,34,190.059,3,5
chr13,7393852,7613215,w87758,14,292.786,9,0
chr10,3341161,3560524,w87759,31,176.645,9,1
chr2,183779698,183999061,w87760,51,146.333,20,0
chr8,101045535,101264898,w87761,51,170.392,15,2
chr18,48164909,48384272,w87762,34,204.559,4,1
chr18,13929850,14149213,w87763,70,179.471,16,2
chr7,19893097,20112460,w87764,51,166.51,20,1
chr18,10212791,10432154,w87765,28,153.464,10,0
chr16,19082948,19302311,w87766,56,181.571,6,2
chr2,44146081,44365444,w87767,58,194.293,5,4
chr4,110531242,110750605,w87768,45,182.756,16,0
chr4,137695333,137914696,w87769,39,185.205,15,1
chr1,176885450,177104813,w87770,58,191.259,16,1
chr9,113511798,113731161,w87771,43,173.884,11,7
chr10,5362788,5582151,w87772,34,227.5,1,6
chr1,177456723,177676086,w87773,47,172.17,11,0
chr10,50006145,50225508,w87774,51,215.98,5,3
chr3,92491877,92711240,w87775,0,,0,0
chr4,111393507,111612870,w87776,43,180.814,11,2
chr1,81161919,81381282,w87777,16,204.25,1,0
chr1,40069363,40288726,w87778,37,195.486,1,4
chr11,2633108,2852471,w87779,59,213.22,3,0
chr3,17524071,17743434,w87780,55,194.673,12,2
chr20,11844880,12064243,w87781,35,216.171,6,2
chr18,71538121,71757484,w87782,85,206.694,27,0
chr1,203077408,203296771,w87783,49,214.347,4,1
chr15,79231792,79451155,w87784,69,219.203,10,1
chr11,105605771,105825134,w87785,45,186.0,15,1
chr6,112911978,113131341,w87786,43,193.674,8,3
chr3,148694222,148913585,w87787,45,188.933,14,2
chr9,27365544,27584907,w87788,31,180.0,6,3
chr18,32386456,32605819,w87789,33,179.879,10,0
chr2,176918371,177137734,w87790,25,184.04,4,3
chr18,18763475,18982838,w87791,0,,0,0
chr12,71128623,71347986,w87792,63,165.302,20,1
chr1,126180561,126399924,w87793,0,,0,0
chr8,50182887,50402250,w87794,47,190.128,13,1
chr1,6105155,6324518,w87795,27,206.037,2,8
chr12,43363379,43582742,w87796,60,166.517,17,1
chr1,36041590,36260953,w87797,25,182.12,3,5
chr6,137262151,137481514,w87798,32,152.094,7,3
chr2,126587468,126806831,w87799,59,185.203,18,0
chr20,57488961,57708324,w87800,64,179.547,21,0
chr4,178574301,178793664,w87801,37,210.243,8,0
chr8,9478314,9697677,w87802,49,192.224,6,1
chr3,21599942,21819305,w87803,36,183.694,11,1
chr9,61068753,61288116,w87804,0,,0,0
chr2,169453821,169673184,w87805,43,165.442,13,2
chr12,98176232,98395595,w87806,37,182.216,9,0
chr3,181948602,182167965,w87807,44,197.932,8,5
chr20,2647188,2866551,w87808,43,209.047,2,14
chr9,80656938,80876301,w87809,48,198.438,6,3
chr18,52211400,52430763,w87810,42,204.048,8,0
chr1,79347916,79567279,w87811,26,194.923,6,0
chr5,175264600,175483963,w87812,58,191.259,17,2
chr9,34432653,34652016,w87813,27,179.37,3,9
chr10,113517033,113736396,w87814,23,212.957,1,2
chr15,53663067,53882430,w87815,62,191.339,10,1
chr1,120970114,121189477,w87816,43,212.186,3,8
chr12,13149242,13368605,w87817,41,196.78,7,1
chr9,11409734,11629097,w87818,58,188.017,18,0
chr20,41290119,41509482,w87819,47,214.489,5,0
chr15,33382351,33601714,w87820,43,175.465,12,0
chr4,174324676,174544039,w87821,53,219.302,13,2
chr1,200417435,200636798,w87822,18,206.667,2,4
chr9,54310330,54529693,w87823,0,,0,0
chr8,58164418,58383781,w87824,63,206.651,13,1
chr17,27810221,28029584,w87825,39,179.179,13,1
chr2,37315232,37534595,w87826,44,191.477,12,3
chr10,4474979,4694342,w87827,49,221.143,8,2
chr22,17455835,17675198,w87828,52,176.173,19,2
chr1,164624875,164844238,w87829,23,203.478,4,2
chr1,3604951,3824314,w87830,36,185.083,10,0
chr1,63131556,63350919,w87831,35,190.514,3,5
chr1,40905234,41124597,w87832,49,179.449,9,1
chr3,197237312,197456675,w87833,32,190.812,3,5
chr11,55618130,55837493,w87834,63,183.937,23,8
chr8,6171133,6390496,w87835,34,218.059,2,2
chr2,197123509,197342872,w87836,57,165.86,15,4
chr5,73700364,73919727,w87837,41,177.317,4,1
chr6,34504621,34723984,w87838,63,183.794,4,6
chr11,125399216,125618579,w87839,27,171.259,5,5
chr4,126243756,126463119,w87840,50,173.28,12,0
chr1,179217317,179436680,w87841,50,193.4,6,3
chr1,57179081,57398444,w87842,22,174.727,4,1
chr1,234369585,234588948,w87843,39,217.462,3,5
chr15,96832461,97051824,w87844,50,211.58,4,4
chr1,102655371,102874734,w87845,37,170.459,13,0
chr4,87725492,87944855,w87846,47,165.085,16,2
chr5,97640469,97859832,w87847,48,138.729,22,2
chr15,63041094,63260457,w87848,30,195.367,2,6
chr14,40403589,40622952,w87849,53,187.943,13,0
chr12,62538772,62758135,w87850,24,186.125,3,2
chr11,20955086,21174449,w87851,54,178.056,16,0
chr10,41355433,41574796,w87852,0,,0,0
chr20,32788560,33007923,w87853,11,187.545,3,1
chr1,111193145,111412508,w87854,37,153.649,12,6
chr8,94723519,94942882,w87855,52,194.885,11,6
chr11,69889468,70108831,w87856,36,219.778,3,3
chr10,73596474,73815837,w87857,60,192.317,8,2
chr21,1515763,1735126,w87858,0,,0,0
chr13,11459586,11678949,w87859,44,162.182,20,0
chr10,102298355,102517718,w87860,36,180.778,5,4
chr4,85025612,85244975,w87861,32,162.875,9,0
chr18,45054519,45273882,w87862,29,172.172,7,1
chr5,96413452,96632815,w87863,46,192.413,8,3
chr12,14480685,14700048,w87864,51,197.549,10,6
chr5,179218420,179437783,w87865,70,201.886,12,4
chr10,70162557,70381920,w87866,28,202.571,2,3
chr7,44954524,45173887,w87867,46,195.587,3,8
chr7,103577020,103796383,w87868,21,234.667,0,12
chr6,95942299,96161662,w87869,52,177.788,19,0
chr14,29505298,29724661,w87870,40,200.7,6,2
chr10,120103980,120323343,w87871,34,180.794,7,2
chr8,118865570,119084933,w87872,22,193.273,7,1
chr8,96652879,96872242,w87873,55,156.836,23,0
chr7,118043279,118262642,w87874,39,186.256,8,1
chr15,24156205,24375568,w87875,54,203.63,7,1
chr8,94498658,94718021,w87876,27,143.593,14,0
chr8,136535372,136754735,w87877,25,193.0,2,1
chr2,43214696,43434059,w87878,31,193.871,1,2
chr4,88662279,88881642,w87879,38,158.632,20,1
chr15,23762383,23981746,w87880,44,205.795,5,1
chr15,72643161,72862524,w87881,19,202.737,1,12
chr5,81671861,81891224,w87882,40,185.775,8,4
chr3,156844108,157063471,w87883,56,212.304,9,2
chr14,34452104,34671467,w87884,56,179.857,16,0
chr18,65617615,65836978,w87885,69,188.812,23,0
chr12,126749276,126968639,w87886,53,203.642,14,3
chr6,130410555,130629918,w87887,27,198.593,6,0
chr8,107165049,107384412,w87888,54,187.704,13,1
chr17,77834861,78054224,w87889,36,208.917,5,5
chr2,66359310,66578673,w87890,21,174.857,7,6
chr1,126859292,127078655,w87891,14,223.0,3,0
chr18,5020344,5239707,w87892,61,167.852,20,1
chr9,145815056,146034419,w87893,25,218.36,1,4
chr11,108043009,108262372,w87894,45,189.244,7,3
chr2,141822000,142041363,w87895,25,175.32,11,0
chr13,16501398,16720761,w87896,0,,0,0
chr9,61943186,62162549,w87897,0,,0,0
chr5,82044619,82263982,w87898,50,156.6,14,1
chr11,106677762,106897125,w87899,53,145.264,27,0
chr18,62141738,62361101,w87900,54,183.926,6,0
chr18,62236737,62456100,w87901,58,187.431,9,2
chr1,58516186,58735549,w87902,22,190.545,5,3
chr2,88412127,88631490,w87903,47,205.511,4,3
chr9,80847901,81067264,w87904,55,203.218,5,2
chr10,38524734,38744097,w87905,24,200.917,8,0
chr19,49332025,49551388,w87906,28,192.821,1,8
chr10,131164138,131383501,w87907,40,215.9,5,0
chr14,56011166,56230529,w87908,46,173.5,13,1
chr12,114367313,114586676,w87909,70,198.143,11,2
chr7,86050531,86269894,w87910,50,190.68,14,0
chr5,145736569,145955932,w87911,61,150.689,25,0
chr11,126383230,126602593,w87912,9,238.889,0,3
chr11,57516464,57735827,w87913,8,169.75,2,12
chr5,53790963,54010326,w87914,34,195.912,9,3
chr5,97692823,97912186,w87915,55,152.564,25,0
chr2,181338908,181558271,w87916,53,184.811,9,1
chr2,67384522,67603885,w87917,42,194.571,12,2
chr2,132369511,132588874,w87918,56,206.536,15,1
chr12,90794205,91013568,w87919,45,171.844,14,3
chr8,50362786,50582149,w87920,69,178.71,24,1
chr17,5868418,6087781,w87921,47,184.404,16,1
chr2,82405061,82624424,w87922,50,203.88,13,0
chr22,15762191,15981554,w87923,28,176.964,10,0
chr7,133836349,134055712,w87924,26,206.423,3,2
chr14,42270322,42489685,w87925,48,184.562,15,0
chr3,69457666,69677029,w87926,55,181.018,13,0
chr5,155008612,155227975,w87927,39,203.923,5,4
chr2,33760609,33979972,w87928,43,195.465,8,1
chr5,134597411,134816774,w87929,43,212.209,5,5
chr6,43402813,43622176,w87930,27,213.259,1,7
chr5,137732984,137952347,w87931,31,207.935,4,0
chr18,21872080,22091443,w87932,60,195.667,7,6
chr16,36064458,36283821,w87933,0,,0,0
chr2,110493537,110712900,w87934,56,186.732,17,8
chr6,4660806,4880169,w87935,53,200.113,5,3
chr5,181709488,181928851,w87936,40,228.375,3,14
chr19,37338563,37557926,w87937,66,196.439,11,8
chr10,33859825,34079188,w87938,39,140.615,13,1
chr17,11817062,12036425,w87939,48,204.229,5,3
chr6,98390100,98609463,w87940,44,187.364,10,2
chr10,113182833,113402196,w87941,34,223.147,1,6
chr2,113234652,113454015,w87942,46,201.065,9,4
chr2,118503723,118723086,w87943,31,204.548,6,2
chr10,48113200,48332563,w87944,41,205.415,13,6
chr9,46528071,46747434,w87945,0,,0,0
chr17,76810435,77029798,w87946,27,186.926,5,11
chr12,127368122,127587485,w87947,70,199.457,12,1
chr3,175200965,175420328,w87948,65,166.492,20,3
chr8,64870054,65089417,w87949,59,190.119,11,2
chr1,233310564,233529927,w87950,57,184.702,15,0
chr11,21583380,21802743,w87951,54,187.37,15,0
chr2,115722948,115942311,w87952,39,182.333,15,0
chr6,35513209,35732572,w87953,57,188.737,5,7
chr1,43300193,43519556,w87954,27,205.407,4,6
chr11,48552943,48772306,w87955,79,147.494,36,1
chr12,20540867,20760230,w87956,48,187.646,14,3
chr2,151530891,151750254,w87957,54,186.593,12,2
chr3,95056899,95276262,w87958,0,,0,0
chr5,121947185,122166548,w87959,77,172.195,32,0
chr22,15994435,16213798,w87960,40,163.925,14,1
chr17,11124354,11343717,w87961,43,196.465,9,1
chr7,146418425,146637788,w87962,71,171.028,25,0
chr15,26710361,26929724,w87963,51,220.431,3,1
chr1,20131331,20350694,w87964,24,214.167,3,3
chr2,158045924,158265287,w87965,44,178.091,8,1
chr13,1764047,1983410,w87966,0,,0,0
chr18,35040099,35259462,w87967,42,180.643,10,1
chr2,7893819,8113182,w87968,32,218.688,4,2
chr14,68471341,68690704,w87969,32,217.625,3,4
chr1,129053761,129273124,w87970,0,,0,0
chr5,77781925,78001288,w87971,41,176.171,10,1
chr14,7234403,7453766,w87972,25,226.48,0,0
chr7,108731855,108951218,w87973,65,192.862,8,5
chr13,81451436,81670799,w87974,67,203.955,10,0
chr4,155437092,155656455,w87975,52,204.115,6,1
chr11,127991158,128210521,w87976,44,205.568,10,1
chr14,41226740,41446103,w87977,43,158.767,17,0
chr3,93313407,93532770,w87978,0,,0,0
chr3,106916985,107136348,w87979,39,180.923,15,0
chr1,28076179,28295542,w87980,39,189.538,3,5
chr6,81225540,81444903,w87981,50,196.14,9,1
chr1,59339325,59558688,w87982,37,146.108,16,1
chr8,99269440,99488803,w87983,47,174.362,8,1
chr4,99315732,99535095,w87984,41,194.439,11,0
chr22,22065149,22284512,w87985,51,197.157,1,6
chr17,63062707,63282070,w87986,56,170.268,19,2
chr9,68214484,68433847,w87987,0,,0,0
chr18,40313029,40532392,w87988,41,209.024,8,0
chr20,15581224,15800587,w87989,30,197.3,5,0
chr10,123364250,123583613,w87990,32,196.5,7,3
chr5,154401215,154620578,w87991,44,167.295,11,3
chr17,37896445,38115808,w87992,47,188.298,5,4
chr4,114197826,114417189,w87993,31,181.032,8,0
chr5,168838797,169058160,w87994,39,210.949,3,1
chr11,42596865,42816228,w87995,41,175.195,14,0
chr1,63201602,63420965,w87996,51,186.961,6,7
chr2,235765647,235985010,w87997,54,216.463,5,1
chr9,117939536,118158899,w87998,49,172.633,18,0
chr2,210946685,211166048,w87999,27,146.889,14,3
chr16,42111891,42331254,w88000,0,,0,0
chr17,37076017,37295380,w88001,51,221.863,5,5
chr8,45856474,46075837,w88002,0,,0,0
chr2,241261935,241481298,w88003,27,259.333,3,5
chr4,52244950,52464313,w88004,0,,0,0
chr9,82924866,83144229,w88005,39,168.718,11,2
chr1,182922036,183141399,w88006,37,174.595,9,4
chr5,151311843,151531206,w88007,60,188.75,13,4
chr3,61907539,62126902,w88008,33,210.303,4,0
chr9,51049128,51268491,w88009,0,,0,0
chr17,13769384,13988747,w88010,51,210.49,5,3
chr18,5500915,5720278,w88011,31,176.903,9,1
chr2,114722007,114941370,w88012,36,159.333,13,1
chr2,218045245,218264608,w88013,35,194.029,4,1
chr13,72470875,72690238,w88014,46,191.891,13,0
chr1,94836500,95055863,w88015,30,192.833,5,4
chr8,75268535,75487898,w88016,57,181.158,18,1
chr11,26534875,26754238,w88017,53,176.604,21,2
chr6,130795102,131014465,w88018,32,227.25,2,1
chr6,82920704,83140067,w88019,42,165.905,14,3
chr7,72957905,73177268,w88020,51,202.216,17,0
chr4,172992554,173211917,w88021,45,181.067,11,2
chr6,9680800,9900163,w88022,46,155.891,22,0
chr15,86923898,87143261,w88023,35,210.629,2,7
chr16,92699142,92918505,w88024,34,210.588,7,2
chr10,62361267,62580630,w88025,71,195.535,18,1
chr4,151312082,151531445,w88026,32,169.625,12,0
chr6,51312134,51531497,w88027,34,173.559,12,1
chr12,70828438,71047801,w88028,42,171.143,15,1
chr7,84390048,84609411,w88029,51,192.039,13,1
chr2,37349314,37568677,w88030,45,196.911,12,1
chr11,109480814,109700177,w88031,69,150.0,36,0
chr2,73286367,73505730,w88032,65,195.846,10,4
chr22,30869111,31088474,w88033,20,249.45,0,9
chr5,35974028,36193391,w88034,30,163.867,9,3
chr2,169382680,169602043,w88035,47,170.213,13,2
chr10,74892634,75111997,w88036,45,180.422,5,2
chr13,91955619,92174982,w88037,56,190.286,17,0
chr12,22055090,22274453,w88038,52,201.577,11,1
chr4,90853704,91073067,w88039,49,162.122,17,3
chr9,6638520,6857883,w88040,30,206.333,5,2
chr12,30078959,30298322,w88041,46,166.391,17,1
chr15,60464388,60683751,w88042,42,199.119,4,1
chr8,95691800,95911163,w88043,43,171.558,4,3
chr1,24295872,24515235,w88044,41,203.098,3,5
chr6,118792401,119011764,w88045,45,169.8,12,2
chr10,118227150,118446513,w88046,38,214.947,2,3
chr2,183239906,183459269,w88047,39,174.282,11,1
chr19,48206588,48425951,w88048,23,229.174,1,10
chr3,30287682,30507045,w88049,56,183.875,14,0
chr2,161769535,161988898,w88050,54,174.426,14,3
chr1,4159596,4378959,w88051,21,191.857,4,1
chr4,181179416,181398779,w88052,58,189.086,15,1
chr16,11142940,11362303,w88053,42,219.738,3,6
chr12,126638285,126857648,w88054,42,198.119,12,4
chr2,95660197,95879560,w88055,43,192.651,7,5
chr19,25415492,25634855,w88056,3,39.6667,3,0
chr11,121270500,121489863,w88057,41,191.634,7,3
chr8,133825842,134045205,w88058,27,211.185,2,3
chr2,17384788,17604151,w88059,55,190.218,15,2
chr17,1461698,1681061,w88060,17,209.0,1,10
chr10,103539806,103759169,w88061,21,171.667,2,7
chr2,201193481,201412844,w88062,35,181.4,8,6
chr7,33048548,33267911,w88063,39,204.59,7,5
chr1,233286766,233506129,w88064,54,191.074,12,1
chr1,32690014,32909377,w88065,30,203.733,2,6
chr3,175597310,175816673,w88066,41,212.463,4,0
chr6,51377131,51596494,w88067,38,188.026,9,1
chr15,49889764,50109127,w88068,53,206.491,3,5
chr11,27381580,27600943,w88069,38,179.316,9,1
chr12,98605739,98825102,w88070,29,190.793,4,2
chr1,229444011,229663374,w88071,28,208.571,1,1
chr3,124016835,124236198,w88072,55,160.745,22,0
chr7,52558999,52778362,w88073,47,234.34,5,0
chr19,14961457,15180820,w88074,86,142.349,27,8
chr10,101157557,101376920,w88075,43,180.419,9,5
chr3,175306449,175525812,w88076,38,162.737,13,3
chr1,38711304,38930667,w88077,24,205.625,4,8
chr1,30330270,30549633,w88078,27,175.667,8,0
chr3,112781129,113000492,w88079,59,192.525,11,0
chr10,131002826,131222189,w88080,31,200.161,5,3
chr2,71120341,71339704,w88081,57,196.579,8,4
chr1,184395663,184615026,w88082,49,179.98,8,3
chr9,54574791,54794154,w88083,0,,0,0
chr3,56654932,56874295,w88084,46,217.37,1,2
chr3,180057630,180276993,w88085,30,197.933,4,2
chr20,29129185,29348548,w88086,0,,0,0
chr15,54142293,54361656,w88087,78,164.346,17,2
chr16,66578700,66798063,w88088,38,155.368,15,0
chr1,181209046,181428409,w88089,54,165.222,23,1
chr21,18987730,19207093,w88090,41,203.293,9,1
chr7,139337539,139556902,w88091,57,196.912,7,2
chr2,142667002,142886365,w88092,39,204.872,6,0
chr5,95106829,95326192,w88093,22,165.273,6,2
chr2,128255885,128475248,w88094,55,203.509,7,3
chr5,10969656,11189019,w88095,28,187.964,6,0
chr2,61258029,61477392,w88096,46,196.5,4,2
chr4,182425277,182644640,w88097,41,212.171,6,0
chr1,39518061,39737424,w88098,33,208.97,1,6
chr4,129803351,130022714,w88099,45,175.911,19,0
chr5,50496619,50715982,w88100,7,32.2857,7,0
